StoreID,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment
77,Wednesday,12154,1697,Yes,No,Easter Holiday,No,Type B,Extra
28,Saturday,,1109,Yes,Yes,,Yes,Type C,Extended
69,,10145,974,Yes,Yes,None,Yes,Type C,
77,Saturday,10494,565,,Yes,None,Yes,Type D,Extra
81,Wednesday,14562,938,,No,,Yes,Type D,Extra
40,,3880,853,Yes,Yes,None,Yes,,Extra
45,Saturday,1545,1725,Yes,Yes,None,Yes,,Extra
96,Thursday,15132,1707,Yes,Yes,Easter Holiday,Yes,Type A,Basic
62,Sunday,,937,No,No,None,Yes,Type A,Basic
93,Saturday,2927,129,Yes,Yes,None,No,Type C,Extra
58,Friday,17388,458,Yes,,None,Yes,Type B,Extra
67,Saturday,12673,,Yes,Yes,None,Yes,Type A,Extra
56,,16372,185,Yes,No,None,No,Type C,Extended
40,Monday,3663,1357,Yes,Yes,,Yes,Type D,
98,Wednesday,16033,846,,No,None,,,Extended
40,Sunday,10465,412,Yes,Yes,None,Yes,Type D,Basic
91,Sunday,,464,Yes,Yes,None,Yes,Type B,Basic
77,Tuesday,4659,,Yes,Yes,None,Yes,Type A,Extra
33,,18515,1922,Yes,No,,Yes,Type D,Extra
6,Wednesday,5763,1962,,Yes,,No,,Extended
88,Tuesday,11828,1004,Yes,,None,No,Type B,Extended
19,Sunday,15820,1392,Yes,Yes,,Yes,Type C,Extra
80,Saturday,12221,797,Yes,No,Christmas,Yes,Type C,
40,,12211,,Yes,Yes,None,No,Type A,Basic
92,Monday,14569,902,Yes,Yes,None,Yes,Type D,Basic
97,Wednesday,6092,888,Yes,Yes,None,No,Type C,Extra
59,Tuesday,7022,1955,,Yes,Easter Holiday,Yes,Type A,Basic
59,Saturday,13569,450,Yes,Yes,None,Yes,Type D,Extended
48,Monday,,279,Yes,Yes,,Yes,Type A,Basic
41,Monday,7159,1925,Yes,Yes,Christmas,Yes,Type B,Extra
13,Thursday,14223,1603,Yes,Yes,None,Yes,Type A,Basic
45,Thursday,9445,1286,Yes,Yes,None,,Type B,Extra
89,Sunday,12022,1906,Yes,Yes,None,Yes,Type D,Basic
53,,4044,1219,Yes,Yes,None,Yes,Type D,Extended
,Wednesday,10612,873,No,Yes,None,Yes,,Extended
63,,6636,609,Yes,,Easter Holiday,No,Type A,Extra
,Friday,12593,464,,Yes,None,Yes,,Extra
38,Saturday,17179,1080,Yes,No,None,Yes,Type D,Extra
60,Monday,3892,452,Yes,No,Easter Holiday,Yes,Type B,Basic
7,Monday,6812,,Yes,Yes,Christmas,,Type D,Basic
5,Sunday,1654,1559,Yes,,,Yes,Type D,Basic
45,Monday,18143,1206,Yes,Yes,None,Yes,Type D,
58,Wednesday,2798,1348,Yes,Yes,None,Yes,Type C,Extra
31,Thursday,6159,511,Yes,,None,Yes,Type D,Basic
23,,12618,834,Yes,,None,Yes,Type A,Extended
42,Monday,9446,1080,Yes,Yes,None,No,Type B,Extra
10,Sunday,4823,217,Yes,,None,Yes,Type D,Extended
32,Tuesday,17099,581,,Yes,None,Yes,Type A,Extra
53,Sunday,19260,291,Yes,Yes,None,Yes,Type B,Basic
30,Sunday,,690,Yes,Yes,None,Yes,Type B,
39,Wednesday,,689,No,Yes,,Yes,Type A,Extended
31,Saturday,7380,758,Yes,Yes,None,Yes,,Extended
82,Monday,18392,206,Yes,No,None,Yes,Type C,Extra
2,Sunday,10702,481,Yes,No,None,Yes,Type C,Extra
78,Sunday,19892,,No,,None,Yes,Type D,Extended
77,Tuesday,3682,489,Yes,Yes,Public Holiday,Yes,Type C,Extra
93,Sunday,1989,343,Yes,Yes,None,,Type A,
12,Friday,13476,684,Yes,Yes,None,Yes,,Basic
39,Saturday,9446,968,Yes,Yes,None,Yes,Type B,
66,Monday,5711,567,Yes,Yes,None,,Type A,Extended
96,Monday,7479,,Yes,Yes,None,Yes,Type D,Extra
,Tuesday,14161,1033,Yes,,,Yes,,
,Wednesday,15635,1661,Yes,No,None,Yes,Type B,Extra
27,Monday,9075,1333,Yes,No,None,Yes,,Basic
17,Friday,2007,703,Yes,Yes,Christmas,,Type A,Basic
95,Monday,8688,,Yes,Yes,None,Yes,Type A,Basic
98,Friday,11763,1114,Yes,Yes,None,Yes,Type D,Extra
,Saturday,4908,1196,,,None,Yes,Type C,Extended
64,Saturday,12957,1758,No,,Christmas,Yes,Type C,
88,Thursday,5379,1432,Yes,No,Christmas,Yes,Type C,Extended
35,Thursday,17482,1819,Yes,Yes,None,Yes,Type C,Extra
70,Friday,1877,,,No,None,Yes,Type B,Extra
83,Wednesday,16585,1833,Yes,Yes,None,,Type A,Basic
30,Monday,19252,1713,No,No,None,Yes,Type C,Extra
71,,18772,,Yes,No,None,Yes,Type B,Extended
74,Monday,19799,1309,Yes,Yes,None,Yes,Type A,Basic
96,Thursday,3637,1979,Yes,Yes,Easter Holiday,Yes,,Basic
98,Sunday,8242,1376,No,No,None,Yes,,Extra
63,Friday,10257,112,Yes,Yes,Public Holiday,Yes,Type B,Basic
,Sunday,9613,398,Yes,Yes,None,Yes,Type C,Basic
60,Monday,3883,1199,Yes,Yes,None,No,Type A,Extra
79,Monday,2204,1174,Yes,Yes,None,Yes,Type B,Basic
94,Wednesday,17928,886,Yes,,None,Yes,Type A,
37,Tuesday,12831,248,No,Yes,None,Yes,Type D,Extra
93,Sunday,16464,1854,No,Yes,None,,Type D,Extended
22,Thursday,18607,221,,Yes,Easter Holiday,No,Type B,Extended
68,Thursday,,1334,Yes,Yes,None,Yes,Type C,Extended
20,Tuesday,7520,1403,,Yes,None,Yes,Type C,Extended
96,Monday,1654,637,No,Yes,None,Yes,Type A,Basic
68,Wednesday,19830,1808,Yes,Yes,Easter Holiday,Yes,Type C,Basic
91,Wednesday,9412,1279,Yes,Yes,None,Yes,Type C,
64,Thursday,4666,1361,No,,None,Yes,Type D,Extra
,Wednesday,5277,,Yes,Yes,None,Yes,Type B,Extended
12,,19953,181,Yes,No,None,Yes,,Extended
,Tuesday,6515,591,,Yes,Easter Holiday,Yes,Type B,Extra
17,Monday,10205,455,Yes,No,None,Yes,Type A,Extra
10,Saturday,16198,1024,Yes,Yes,None,Yes,Type D,
,Tuesday,4985,,Yes,Yes,None,Yes,Type B,Extra
22,Friday,14135,1703,Yes,Yes,None,Yes,Type C,Extended
90,Sunday,9167,1167,Yes,Yes,None,No,Type B,Extra
82,,8448,1104,Yes,,None,Yes,Type C,Basic
50,Wednesday,,1696,Yes,,None,Yes,Type A,
14,Friday,17956,222,No,Yes,None,Yes,,
64,Wednesday,,,Yes,No,None,No,Type B,Extra
47,Saturday,5753,807,Yes,Yes,None,,Type D,Basic
29,Monday,8082,429,Yes,Yes,,Yes,Type B,Extra
,Monday,5002,1532,No,,None,Yes,Type D,Basic
36,Monday,6629,1090,Yes,Yes,Public Holiday,Yes,Type B,Extended
99,Wednesday,13278,422,Yes,No,,Yes,Type B,Basic
52,Friday,,1234,No,No,,Yes,Type A,
76,Monday,,869,Yes,No,,Yes,Type C,Basic
7,,9963,1212,No,No,,Yes,Type B,Basic
29,Wednesday,16784,532,No,,Public Holiday,Yes,Type D,Extended
11,Saturday,5524,809,No,Yes,None,Yes,Type C,Extended
33,,4407,893,Yes,Yes,None,Yes,Type A,Extra
6,Saturday,7731,811,,No,None,No,Type C,Extended
79,Wednesday,8795,,Yes,No,None,Yes,Type B,
32,Wednesday,12332,638,Yes,Yes,None,Yes,Type D,Extra
51,Thursday,3911,700,,Yes,None,Yes,,Extended
75,,19799,,,No,Easter Holiday,Yes,Type C,Extended
58,Wednesday,17634,1817,Yes,Yes,None,Yes,Type D,
87,Tuesday,16194,356,Yes,No,None,Yes,Type B,
26,Monday,5951,1312,Yes,Yes,None,,Type D,Extra
98,Thursday,9098,1363,Yes,Yes,None,,Type D,Basic
46,Sunday,17117,970,Yes,Yes,Easter Holiday,No,Type D,Extra
98,Thursday,,998,Yes,Yes,None,No,Type B,Basic
,,6565,1626,Yes,Yes,None,,Type A,Extended
4,Sunday,2173,1831,Yes,Yes,None,,Type D,Extra
,Tuesday,9624,908,Yes,No,,Yes,Type A,Extended
99,,,776,Yes,Yes,None,Yes,Type C,Extra
13,Wednesday,14256,1942,Yes,No,Christmas,,Type C,
39,Monday,1835,370,Yes,Yes,None,Yes,Type B,
15,Friday,19646,1643,Yes,No,None,Yes,,Extra
29,Sunday,12824,649,Yes,,Easter Holiday,No,Type B,Extended
29,,5567,1237,Yes,Yes,None,,Type B,Basic
75,,4815,1462,Yes,Yes,None,Yes,Type A,Extra
32,Wednesday,17630,667,Yes,Yes,None,No,Type B,Basic
2,Tuesday,3429,1085,No,No,None,Yes,,Basic
47,Sunday,10182,458,Yes,Yes,,No,Type D,Basic
78,Wednesday,10118,1773,No,Yes,None,Yes,Type D,
84,Wednesday,12630,1737,Yes,No,None,No,Type C,Basic
22,Tuesday,3607,1457,Yes,Yes,None,Yes,Type C,Basic
,Thursday,6930,1812,Yes,No,None,,Type A,Extra
27,Thursday,5022,1292,Yes,Yes,None,Yes,Type B,Basic
67,Monday,12991,1462,Yes,No,None,No,Type C,Extra
81,Monday,,897,Yes,Yes,None,Yes,Type A,Extra
56,Thursday,4151,1384,Yes,No,None,Yes,Type C,Extra
92,Saturday,6580,986,Yes,,None,Yes,Type B,Extended
93,Friday,8054,1858,Yes,Yes,None,,Type A,Basic
21,Wednesday,,1322,Yes,Yes,None,Yes,Type C,Extended
47,Friday,16823,310,No,Yes,None,Yes,,Basic
80,,14247,,Yes,Yes,None,Yes,Type A,Extended
59,Thursday,,1815,,Yes,None,Yes,Type A,Extra
84,Monday,16339,1885,Yes,Yes,None,Yes,Type A,Extended
6,Saturday,4491,842,Yes,,None,Yes,Type D,Extra
19,,,1595,Yes,Yes,None,Yes,Type A,Extended
57,,16728,1605,Yes,No,None,Yes,Type C,Basic
69,Monday,7997,1146,Yes,Yes,Easter Holiday,No,Type A,Basic
3,Thursday,6233,1683,No,Yes,None,Yes,Type A,Extended
1,Saturday,6755,1232,Yes,No,,Yes,Type A,Extended
58,Friday,18718,395,No,No,None,Yes,Type A,Basic
,,19231,,No,Yes,Easter Holiday,Yes,Type A,Extended
15,Wednesday,,649,Yes,Yes,None,No,Type D,Extended
34,Monday,13126,780,Yes,,None,Yes,Type B,Basic
61,,8865,1991,Yes,Yes,Easter Holiday,No,,
35,Tuesday,,894,Yes,Yes,None,Yes,Type C,Basic
64,Monday,4317,302,Yes,Yes,None,Yes,Type B,Basic
25,,13212,424,Yes,Yes,None,Yes,Type C,Extended
24,Saturday,12347,924,Yes,Yes,None,No,Type A,Basic
12,Friday,11390,1908,Yes,No,None,No,Type C,
,Wednesday,15863,343,Yes,No,None,Yes,Type D,Extended
15,,17548,426,Yes,Yes,None,Yes,Type D,Extended
80,Saturday,8060,1086,Yes,Yes,None,Yes,Type A,Extra
27,Sunday,16504,1170,Yes,Yes,Easter Holiday,,,Basic
72,Sunday,4057,860,Yes,No,None,Yes,Type B,Extra
60,Thursday,,1714,Yes,Yes,None,,Type D,Extra
46,Monday,1402,,Yes,Yes,None,Yes,Type D,Extra
89,Friday,9605,,,Yes,Easter Holiday,Yes,,Extra
17,Thursday,16761,1006,Yes,Yes,None,Yes,Type D,Basic
93,Saturday,1867,1503,Yes,,Easter Holiday,No,Type B,Basic
53,Sunday,14779,,Yes,No,None,Yes,Type D,Basic
8,Sunday,16155,1725,Yes,Yes,None,Yes,Type C,
,Sunday,9210,1465,Yes,Yes,None,Yes,Type C,Extended
27,Saturday,1364,1983,Yes,Yes,None,Yes,Type B,Basic
46,Sunday,16366,,Yes,Yes,None,Yes,Type B,
50,Wednesday,7571,1344,Yes,Yes,None,No,Type A,Extra
71,Saturday,17963,172,Yes,Yes,None,Yes,Type D,Extra
3,Friday,15017,1869,Yes,Yes,None,Yes,Type C,Extra
,Thursday,7468,,,No,None,Yes,Type A,
64,Friday,5150,1748,Yes,No,None,Yes,Type D,Extra
44,Tuesday,14065,1169,Yes,,None,No,Type C,Basic
,,5137,1627,Yes,No,None,Yes,Type D,
,Tuesday,13236,373,Yes,No,None,Yes,Type B,
60,Monday,17836,1678,,Yes,Easter Holiday,Yes,Type C,Basic
3,Monday,,307,Yes,Yes,None,Yes,Type C,Extra
20,Tuesday,14833,1984,Yes,Yes,,Yes,Type A,Basic
46,Saturday,2381,1738,Yes,Yes,None,No,,Extended
15,Friday,9154,,Yes,No,None,Yes,Type B,
25,Tuesday,2467,,Yes,Yes,None,Yes,Type B,Extra
94,Monday,14439,,Yes,Yes,None,Yes,Type D,Extended
78,Tuesday,18264,,Yes,,None,No,Type D,
,Saturday,13006,642,Yes,,Public Holiday,Yes,Type B,Extended
17,Tuesday,4149,1791,Yes,Yes,None,Yes,Type D,Extended
84,,8892,159,No,Yes,None,Yes,Type A,Basic
9,Thursday,17136,1884,Yes,Yes,None,Yes,,Extended
38,Saturday,2168,,,No,None,Yes,Type A,Extra
48,Monday,13356,985,Yes,No,None,No,Type A,Extended
60,Friday,4129,881,,No,None,Yes,Type D,Extended
63,Tuesday,16032,541,Yes,No,Christmas,,Type C,Basic
86,Tuesday,3526,1340,No,No,None,,Type C,Extra
2,Thursday,,1010,Yes,Yes,Christmas,Yes,,Extra
88,Monday,4516,,Yes,Yes,None,Yes,Type D,Extra
72,Monday,11386,1659,Yes,Yes,None,Yes,Type A,Basic
11,Wednesday,4555,1841,Yes,,Easter Holiday,No,Type D,Extended
64,Monday,17012,931,No,Yes,None,Yes,Type D,Extra
77,Thursday,15157,,Yes,No,None,,Type B,Extended
81,Sunday,6111,1834,Yes,Yes,,Yes,Type C,
72,Wednesday,7752,1479,,Yes,None,Yes,Type C,Extended
21,Wednesday,17829,725,Yes,Yes,None,Yes,Type B,Basic
18,Tuesday,7364,1915,Yes,Yes,Easter Holiday,No,Type B,Extended
94,Tuesday,4626,1790,Yes,No,None,Yes,Type B,Basic
64,Monday,4875,1288,Yes,Yes,,Yes,Type A,
82,Wednesday,6497,1097,,Yes,None,Yes,Type A,Basic
95,Tuesday,16979,833,Yes,Yes,None,Yes,Type A,Extra
38,Thursday,12529,190,Yes,No,None,Yes,Type A,
32,Tuesday,17645,266,Yes,Yes,None,Yes,Type A,Extra
11,Saturday,14382,1058,Yes,Yes,None,Yes,Type C,Basic
45,Saturday,,306,Yes,No,,,Type C,Basic
89,Tuesday,11458,1405,Yes,Yes,Easter Holiday,No,Type D,Basic
33,Wednesday,14844,1188,,Yes,None,Yes,Type C,Basic
41,,,615,Yes,Yes,,No,Type B,
8,Sunday,10174,,Yes,No,None,Yes,Type C,Extended
11,Wednesday,4443,1884,Yes,Yes,None,,Type B,Basic
86,Friday,11725,1892,Yes,Yes,Easter Holiday,Yes,Type C,Extended
51,Sunday,1693,846,,Yes,None,No,Type A,Extra
88,Saturday,,405,No,Yes,None,Yes,Type C,Extended
41,Thursday,12780,494,Yes,Yes,None,Yes,Type D,Extended
17,Wednesday,19196,1197,Yes,Yes,None,,Type A,Extended
,Monday,14841,286,Yes,Yes,None,Yes,Type A,Basic
46,Saturday,15254,1697,Yes,Yes,None,Yes,Type D,Extra
32,,,1460,Yes,Yes,None,No,Type C,Basic
79,,14368,1799,Yes,Yes,None,Yes,Type C,Extra
80,Wednesday,6724,1691,Yes,,None,Yes,Type D,Basic
54,Thursday,2407,722,Yes,,None,Yes,Type A,Extended
86,Wednesday,9032,829,Yes,Yes,Easter Holiday,Yes,Type D,Extra
92,Sunday,15572,339,Yes,No,None,No,Type B,Extended
20,Tuesday,,632,Yes,Yes,None,,Type B,Extra
33,,8394,240,Yes,Yes,Easter Holiday,,Type C,Extra
74,Friday,17935,1388,Yes,Yes,None,Yes,,Basic
,Tuesday,12586,238,Yes,Yes,None,Yes,Type B,Basic
32,Saturday,13926,558,Yes,No,None,Yes,Type D,Extended
,Wednesday,1997,169,No,,Easter Holiday,Yes,Type C,Extended
,Saturday,15390,484,Yes,Yes,None,,Type C,Extra
97,Sunday,7099,729,Yes,Yes,None,Yes,Type A,Extra
33,,14509,,Yes,Yes,None,Yes,Type B,Basic
77,Tuesday,6490,304,Yes,Yes,None,Yes,,Basic
,Monday,,1849,No,Yes,Public Holiday,Yes,Type D,Basic
33,Monday,,667,Yes,No,,Yes,Type B,Basic
77,Saturday,3248,1922,Yes,No,None,Yes,,Basic
26,Monday,18232,1081,Yes,Yes,,No,Type C,Extra
22,Wednesday,11748,904,,Yes,None,Yes,Type B,Extra
66,Thursday,11514,1810,Yes,No,Christmas,Yes,Type B,Extended
,Wednesday,9695,,Yes,Yes,None,Yes,Type A,
90,Thursday,9070,981,Yes,,,Yes,Type D,Basic
46,Tuesday,9894,1073,Yes,No,None,Yes,Type A,Extra
15,Friday,,739,,Yes,None,Yes,Type A,Extra
,Thursday,16123,1554,Yes,Yes,None,Yes,Type D,Extra
44,,3376,424,,Yes,None,No,Type D,Extended
,Wednesday,5378,541,Yes,Yes,Easter Holiday,No,Type A,
75,Tuesday,12182,903,Yes,No,,Yes,,Extra
,Monday,1574,387,,Yes,None,Yes,Type D,Extra
67,,14330,325,Yes,No,None,Yes,Type A,Basic
6,Friday,9949,1187,Yes,Yes,Easter Holiday,Yes,Type B,Extended
9,Sunday,6670,1066,Yes,Yes,None,No,Type C,
,,7567,1037,Yes,Yes,None,Yes,Type B,Basic
73,Saturday,13716,659,Yes,Yes,None,No,Type A,Extra
95,Wednesday,7117,813,Yes,Yes,None,Yes,Type D,Extra
32,Friday,8837,597,Yes,Yes,Easter Holiday,Yes,,Extra
41,Wednesday,17587,948,No,No,None,Yes,Type B,Basic
76,Saturday,15531,1025,No,No,,Yes,Type B,Basic
8,Thursday,19376,159,Yes,Yes,Public Holiday,Yes,Type D,Basic
72,Tuesday,19627,1520,Yes,Yes,None,,Type D,Extra
50,Saturday,9498,356,Yes,No,None,Yes,Type B,Extra
92,Monday,19071,676,Yes,Yes,None,Yes,Type B,Extra
62,Friday,5109,338,Yes,Yes,None,Yes,Type A,
84,Thursday,,1924,Yes,No,,Yes,Type D,Basic
62,Monday,18106,137,Yes,,None,Yes,Type B,Extended
,Monday,14521,124,Yes,Yes,,,Type D,Extra
75,Friday,9720,509,,Yes,None,Yes,Type D,Basic
84,Thursday,5893,560,,Yes,Easter Holiday,Yes,Type D,Extended
80,Sunday,17727,1694,Yes,Yes,None,Yes,Type A,Basic
,Monday,9400,1087,Yes,Yes,None,Yes,Type C,Basic
6,Monday,,1540,Yes,No,None,Yes,Type D,Extra
58,Thursday,11139,456,Yes,Yes,None,,Type D,Extended
22,Wednesday,18303,482,No,Yes,None,Yes,,Basic
26,Monday,,1932,Yes,,None,Yes,Type D,Extended
3,Tuesday,17802,1281,Yes,No,None,Yes,Type C,Extended
41,,,668,Yes,No,None,Yes,Type D,Extra
60,Monday,18483,1556,Yes,,None,Yes,Type A,Extended
14,Friday,4392,1171,Yes,Yes,None,Yes,Type B,Extra
75,,11672,1451,Yes,No,None,Yes,Type C,Extra
82,Tuesday,15444,532,Yes,Yes,None,Yes,Type A,Extra
12,Saturday,7784,1554,Yes,Yes,,No,Type C,Extended
87,Saturday,,155,,Yes,None,Yes,Type B,Basic
12,Monday,2070,676,Yes,Yes,None,Yes,Type D,Extra
13,Tuesday,2850,367,No,No,None,Yes,Type B,Basic
25,Tuesday,13390,168,Yes,Yes,,Yes,Type B,Extended
45,Wednesday,3939,1851,Yes,Yes,None,Yes,Type D,Basic
19,Saturday,11095,1001,Yes,Yes,None,Yes,Type A,Basic
55,Tuesday,,1724,,Yes,None,Yes,Type C,Extra
45,Wednesday,,1572,Yes,Yes,None,Yes,Type A,Extra
8,Thursday,6851,892,Yes,Yes,None,Yes,Type D,Extra
93,Wednesday,17378,356,,Yes,Christmas,Yes,Type C,Extended
,Friday,1678,771,Yes,Yes,None,No,Type D,Basic
55,Sunday,1988,589,Yes,No,Easter Holiday,Yes,Type A,Extended
32,Monday,2502,845,Yes,No,None,Yes,Type B,Extended
51,Thursday,19173,1766,Yes,No,None,Yes,Type C,Extended
44,Sunday,17198,148,,No,None,No,Type D,
82,Sunday,18809,1782,No,Yes,None,Yes,Type C,Extra
70,Thursday,16867,415,Yes,No,None,Yes,Type C,Basic
18,Friday,15266,512,Yes,Yes,Christmas,Yes,,Extra
83,Wednesday,7654,533,Yes,No,None,Yes,Type B,Extra
22,Monday,3440,1125,Yes,Yes,None,Yes,Type C,Extended
37,Wednesday,,1964,Yes,,None,Yes,Type A,Extra
96,Tuesday,8367,1268,Yes,,Easter Holiday,,Type C,Basic
,Wednesday,14490,1489,Yes,Yes,Easter Holiday,,Type B,Extended
59,Thursday,3594,519,Yes,Yes,None,Yes,Type C,Extra
,Monday,19820,1696,Yes,Yes,None,Yes,Type B,Extended
28,Wednesday,6517,1908,Yes,,Public Holiday,Yes,Type A,Basic
74,Monday,10219,1684,Yes,Yes,None,Yes,Type A,Extended
35,Monday,7310,943,Yes,Yes,None,Yes,Type B,Extra
61,Tuesday,4539,,Yes,No,None,Yes,Type B,Extra
93,Tuesday,15744,1015,Yes,Yes,None,Yes,Type A,Basic
54,Thursday,19625,533,,Yes,None,Yes,Type B,Basic
63,Friday,,742,Yes,Yes,Easter Holiday,Yes,Type B,Extended
79,Sunday,10365,1678,Yes,Yes,None,Yes,,Extra
97,Monday,,156,Yes,No,None,No,Type C,
7,Friday,5911,1685,No,No,None,Yes,Type A,Basic
76,Sunday,1403,1063,Yes,No,,Yes,Type A,Extra
49,Sunday,14180,1076,Yes,Yes,,Yes,Type D,Basic
94,Thursday,5163,1301,Yes,Yes,None,Yes,Type B,
85,,17471,1416,Yes,Yes,None,Yes,Type B,
,Sunday,15336,145,Yes,No,None,Yes,Type B,Basic
,Monday,6470,1293,Yes,Yes,None,Yes,Type A,Extra
61,Monday,,1394,,Yes,None,Yes,Type D,Extra
24,Saturday,,516,Yes,Yes,None,Yes,Type C,Extended
20,Friday,6739,,No,Yes,None,No,Type D,
37,Wednesday,,238,Yes,No,None,Yes,Type A,Basic
4,Tuesday,15993,346,Yes,Yes,None,Yes,Type C,Extended
92,Wednesday,,1271,Yes,Yes,None,Yes,Type B,Extended
20,Friday,14419,329,No,Yes,None,Yes,Type D,Basic
60,Tuesday,15457,891,Yes,,None,Yes,Type D,
24,,3064,,Yes,Yes,None,Yes,Type A,Basic
50,Saturday,6315,1827,Yes,Yes,,No,Type D,Extended
49,Tuesday,11566,473,Yes,Yes,None,Yes,Type C,Basic
51,Monday,1317,1203,Yes,Yes,Christmas,Yes,Type D,Extra
96,Wednesday,18886,1729,Yes,No,None,Yes,Type A,Extra
,Tuesday,7130,837,Yes,Yes,None,Yes,Type D,Extended
98,Saturday,8419,1188,No,No,None,Yes,Type C,
66,Sunday,3042,187,Yes,Yes,None,Yes,Type C,Extra
79,Tuesday,5598,1211,No,No,None,No,Type A,Basic
,Tuesday,11214,812,No,No,None,Yes,Type B,Extended
36,Saturday,1118,,Yes,Yes,None,No,Type A,Extra
6,Sunday,1709,1327,Yes,,None,Yes,Type B,Extended
,Wednesday,,1505,Yes,Yes,Christmas,Yes,Type C,Extra
42,Thursday,13601,700,Yes,Yes,None,Yes,Type D,Extra
58,Wednesday,,1599,Yes,,None,Yes,Type D,Extra
12,Sunday,9061,1696,Yes,Yes,None,Yes,Type C,Basic
,Friday,9609,1906,Yes,No,None,Yes,Type A,Extended
,Saturday,3603,1729,Yes,Yes,None,,Type D,Basic
40,Wednesday,13046,1942,Yes,No,None,Yes,Type A,Basic
21,Tuesday,18485,,No,Yes,None,Yes,Type D,Extra
15,,8857,313,Yes,Yes,None,Yes,Type B,Basic
97,Monday,12620,173,No,,None,Yes,Type D,Extended
99,Sunday,9177,160,Yes,Yes,None,Yes,Type B,Extended
26,Wednesday,19645,797,Yes,Yes,None,No,,Extra
8,,12826,1666,Yes,No,None,Yes,Type D,Extra
94,Wednesday,14890,1342,Yes,No,,Yes,Type D,Extended
87,Saturday,17892,111,Yes,Yes,None,Yes,Type D,
42,Tuesday,19763,913,Yes,Yes,None,Yes,Type D,
44,Monday,14830,1538,Yes,Yes,None,Yes,,Basic
14,Monday,10484,131,Yes,Yes,Christmas,Yes,Type B,Extended
78,,6495,1283,Yes,Yes,None,Yes,,Extra
2,Saturday,12267,1100,Yes,Yes,Christmas,No,Type D,Extra
37,Wednesday,8398,336,Yes,Yes,None,Yes,Type A,Extended
,Monday,7743,1862,Yes,,None,Yes,Type A,Extra
38,,6171,1304,No,No,None,Yes,Type C,Extended
41,,17005,1952,Yes,Yes,None,Yes,Type C,Extra
62,Thursday,17708,657,No,Yes,None,Yes,,Extra
60,Thursday,,1464,Yes,,None,Yes,Type C,Basic
14,Monday,11962,1581,Yes,Yes,Christmas,No,Type B,
89,Saturday,11775,1203,Yes,Yes,None,Yes,,Extended
84,Friday,4557,746,Yes,Yes,None,No,,Extended
2,Monday,4587,1895,Yes,Yes,None,,Type A,Basic
70,Tuesday,17535,1086,Yes,,None,No,Type C,Extended
17,Wednesday,1954,919,,No,None,Yes,Type A,Extra
89,Friday,14794,1882,Yes,No,None,Yes,,
28,,1687,572,Yes,Yes,None,Yes,Type B,Extended
66,,,1794,Yes,Yes,None,Yes,Type C,Extra
35,Tuesday,16138,1838,Yes,Yes,None,No,,Basic
5,Wednesday,10694,211,Yes,,None,,Type A,Extra
65,Wednesday,4127,1415,Yes,,,Yes,Type D,Extended
40,Thursday,13760,1945,No,Yes,Easter Holiday,Yes,Type B,Extended
76,Saturday,12559,1754,Yes,Yes,Easter Holiday,Yes,Type C,Extended
,Tuesday,15796,482,,Yes,None,Yes,Type C,Extended
36,Thursday,4395,116,No,Yes,None,Yes,Type A,Basic
45,,1845,592,Yes,,None,Yes,Type B,Extended
23,Thursday,,1454,Yes,Yes,None,Yes,,Basic
47,Wednesday,13954,1025,Yes,Yes,None,Yes,Type A,Basic
31,Friday,,1862,Yes,Yes,Easter Holiday,Yes,Type C,
11,Sunday,14731,1996,Yes,Yes,None,Yes,,Extended
10,Thursday,,,,No,None,Yes,Type A,Extra
67,Tuesday,19256,1529,Yes,,None,Yes,Type D,Extra
,Tuesday,19408,216,Yes,,Christmas,No,,Extra
80,Sunday,3817,1678,No,Yes,Easter Holiday,,,
74,Saturday,4832,979,Yes,No,None,No,Type D,Extra
93,Wednesday,13467,214,Yes,Yes,None,Yes,Type D,
10,Tuesday,9257,1918,Yes,Yes,None,Yes,Type B,Extra
76,Monday,,1672,Yes,Yes,None,Yes,Type B,Basic
94,Friday,13458,913,Yes,,,,Type C,Basic
1,Thursday,11713,1748,Yes,Yes,None,Yes,Type B,Extended
5,Saturday,3581,1670,Yes,Yes,None,Yes,,Basic
20,,10582,743,Yes,No,None,No,Type D,Extra
8,Friday,19870,1459,,No,None,,,Basic
43,Wednesday,9418,435,Yes,No,None,,Type B,Extra
,Saturday,,1021,,Yes,,Yes,Type D,Extended
1,Thursday,15419,1863,Yes,No,None,Yes,Type A,Basic
57,Thursday,12814,246,No,Yes,None,Yes,Type D,Basic
64,Sunday,,221,Yes,Yes,None,Yes,Type A,Basic
84,Monday,11024,180,Yes,No,Easter Holiday,Yes,Type D,Extended
28,Sunday,11932,784,Yes,Yes,None,,,Extended
37,Wednesday,8435,,Yes,Yes,None,No,Type C,Basic
,Saturday,2548,,Yes,Yes,None,Yes,Type B,Extended
76,Saturday,6065,474,Yes,,None,Yes,Type B,Extra
37,Tuesday,4407,1693,Yes,No,Public Holiday,Yes,Type D,Extended
49,Monday,1639,162,,Yes,,Yes,Type D,
,Monday,1172,603,Yes,Yes,None,Yes,Type B,Extra
56,Saturday,6666,767,Yes,Yes,Christmas,Yes,Type B,Basic
28,Saturday,5354,548,,No,None,Yes,Type D,Basic
